cpg_id,ACR-139-TP1,ACR-139-TP2,ACR-139-TP3,ACR-139-TP4,ACR-145-TP1,ACR-145-TP2,ACR-145-TP3,ACR-145-TP4,ACR-150-TP1,ACR-150-TP2,ACR-150-TP3,ACR-150-TP4,ACR-173-TP1,ACR-173-TP2,ACR-173-TP3,ACR-173-TP4,ACR-186-TP1,ACR-186-TP2,ACR-186-TP3,ACR-186-TP4,ACR-225-TP2,ACR-225-TP3,ACR-225-TP4,ACR-229-TP1,ACR-229-TP2,ACR-229-TP3,ACR-229-TP4,ACR-237-TP1,ACR-237-TP2,ACR-237-TP3,ACR-237-TP4,ACR-244-TP1,ACR-244-TP2,ACR-244-TP3,ACR-244-TP4,ACR-265-TP1,ACR-265-TP2,ACR-265-TP3,ACR-265-TP4
CpG_ptg000012l_11698365,64.285714,85.714286,46.153846,64.285714,45.454545,40.740741,36.0,60.606061,33.333333,32.0,50.0,42.857143,40.740741,46.428571,46.666667,43.75,12.5,21.428571,19.047619,20.833333,94.285714,69.565217,90.0,73.913043,66.666667,55.555556,69.565217,26.530612,21.428571,46.511628,25.0,70.37037,70.588235,76.315789,68.75,51.111111,43.75,67.741935,78.26087
CpG_ptg000012l_11698635,28.571429,6.25,12.5,52.941176,15.686275,9.677419,12.5,17.021277,13.636364,9.090909,8.333333,15.0,7.272727,11.538462,6.060606,4.347826,0.0,3.125,0.0,0.0,44.186047,32.432432,18.75,18.518519,17.647059,36.363636,4.545455,5.405405,21.052632,24.242424,11.538462,34.090909,34.042553,41.860465,21.621622,20.512821,13.888889,13.888889,6.896552
CpG_ptg000012l_11698668,50.0,80.0,60.0,78.571429,51.351351,68.965517,42.424242,64.285714,70.27027,84.0,87.5,72.5,60.869565,61.538462,34.615385,45.0,14.285714,23.333333,16.666667,40.0,68.292683,67.741935,53.846154,82.758621,73.684211,75.862069,81.818182,79.487179,92.105263,100.0,92.592593,68.085106,76.190476,75.510204,70.0,65.625,50.0,70.0,30.0
CpG_ptg000012l_11699449,66.666667,28.571429,33.333333,25.0,34.782609,27.777778,34.482759,29.268293,35.714286,53.333333,28.0,10.0,15.909091,14.814815,6.25,15.0,0.0,4.0,9.52381,0.0,75.0,47.826087,58.333333,42.307692,45.0,35.294118,27.777778,35.714286,31.818182,37.5,27.906977,45.454545,48.648649,45.454545,37.5,31.428571,46.428571,45.16129,20.0
CpG_ptg000012l_11699958,81.818182,64.285714,60.0,82.352941,45.945946,46.666667,19.354839,37.5,70.27027,70.0,76.470588,58.333333,37.037037,47.368421,45.454545,24.137931,6.666667,10.344828,5.0,7.407407,65.217391,62.962963,77.5,80.0,53.846154,41.666667,21.052632,76.470588,52.173913,80.0,50.0,81.818182,80.0,72.727273,63.636364,40.740741,47.619048,45.945946,52.173913
CpG_ptg000012l_11700679,90.47619,82.608696,63.636364,88.888889,66.666667,63.265306,72.727273,60.0,82.758621,75.0,76.315789,60.0,80.0,100.0,90.909091,90.0,27.272727,53.846154,50.0,39.130435,86.486486,84.615385,76.923077,70.0,71.428571,55.555556,76.470588,63.333333,77.777778,84.90566,62.5,90.0,91.304348,94.117647,85.714286,72.340426,67.741935,60.714286,62.962963
CpG_ptg000012l_11700937,100.0,100.0,90.909091,82.352941,51.428571,57.5,65.384615,68.181818,73.333333,76.315789,76.0,54.054054,48.648649,73.684211,55.0,30.0,18.181818,26.086957,25.0,43.478261,86.956522,80.0,100.0,55.172414,78.26087,60.0,42.105263,79.411765,84.0,86.363636,66.666667,81.25,93.75,100.0,95.652174,54.545455,45.16129,66.666667,71.428571
CpG_ptg000012l_11703415,40.0,18.181818,21.428571,43.75,41.176471,50.0,53.571429,58.974359,26.470588,65.217391,60.0,64.705882,26.923077,22.727273,10.0,61.538462,20.689655,16.666667,0.0,28.571429,68.965517,35.294118,28.571429,59.375,43.478261,52.173913,65.0,54.166667,70.37037,63.333333,62.5,66.666667,72.727273,70.833333,70.27027,52.380952,54.285714,39.534884,52.380952
CpG_ptg000012l_11703450,64.285714,40.0,20.0,38.888889,37.037037,32.432432,50.0,64.705882,26.666667,57.142857,60.0,65.0,48.148148,55.0,22.222222,37.5,32.0,25.0,20.833333,28.571429,72.222222,35.714286,68.75,44.444444,52.380952,57.894737,47.058824,57.142857,61.111111,53.846154,62.962963,76.086957,69.230769,72.0,70.27027,57.142857,41.935484,61.111111,41.176471
CpG_ptg000012l_11703742,59.259259,54.545455,42.857143,58.333333,56.818182,36.0,34.375,28.571429,44.444444,56.25,65.789474,65.714286,50.0,52.0,25.714286,28.205128,30.612245,39.393939,40.625,27.083333,47.368421,47.368421,39.393939,32.142857,50.0,50.0,40.0,63.157895,57.142857,66.666667,54.545455,75.0,78.26087,80.952381,58.823529,37.5,42.307692,39.285714,30.769231
CpG_ptg000012l_11703749,57.692308,54.545455,37.5,58.333333,52.272727,41.666667,41.935484,44.444444,42.307692,65.625,72.222222,57.575758,48.717949,52.0,28.571429,42.5,26.0,42.857143,47.058824,28.26087,52.631579,42.105263,32.258065,22.727273,33.333333,16.666667,35.714286,57.142857,51.851852,69.230769,38.095238,80.555556,62.5,77.777778,67.647059,37.5,58.333333,32.142857,38.461538
CpG_ptg000012l_11703758,56.0,54.545455,37.5,50.0,56.521739,52.173913,45.714286,42.424242,48.148148,57.575758,68.571429,48.484848,50.0,50.0,34.285714,47.222222,29.787234,41.176471,37.142857,25.0,52.631579,42.857143,29.032258,13.793103,38.888889,14.285714,31.578947,59.090909,46.153846,66.666667,28.571429,65.789474,69.230769,82.352941,62.162162,48.0,53.846154,50.0,34.482759
CpG_ptg000012l_11704212,85.714286,91.666667,84.210526,81.25,33.333333,35.897436,34.615385,42.424242,42.857143,90.0,66.666667,44.444444,30.0,72.0,50.0,65.0,48.387097,36.363636,25.714286,60.784314,91.304348,69.230769,84.375,88.0,89.473684,90.0,60.0,68.965517,65.789474,56.521739,80.0,84.210526,96.0,81.818182,91.891892,25.0,37.5,46.153846,21.875
CpG_ptg000012l_11704221,85.0,72.727273,87.5,88.235294,54.054054,48.717949,46.428571,51.612903,50.0,100.0,96.0,73.684211,46.153846,50.0,58.333333,40.0,43.333333,39.285714,42.424242,57.692308,90.909091,75.0,90.322581,91.304348,90.47619,90.0,85.0,80.0,86.842105,92.0,83.333333,80.555556,95.238095,89.473684,88.571429,40.625,41.37931,59.459459,24.137931
CpG_ptg000012l_11704239,88.235294,83.333333,80.0,94.444444,36.842105,40.540541,39.285714,37.5,57.894737,86.666667,93.103448,80.952381,61.111111,76.190476,58.333333,54.545455,44.827586,39.622642,38.888889,42.0,81.818182,78.571429,90.322581,86.956522,88.461538,82.608696,76.0,89.285714,97.222222,89.655172,86.956522,94.285714,100.0,77.777778,89.189189,43.333333,37.037037,55.555556,35.483871
CpG_ptg000012l_11704266,93.75,90.0,92.857143,75.0,55.263158,59.459459,58.333333,73.333333,44.444444,89.473684,95.833333,90.0,65.384615,83.333333,81.25,47.826087,59.090909,48.148148,48.387097,56.818182,100.0,92.307692,100.0,77.272727,86.956522,76.0,61.538462,88.888889,91.428571,83.870968,88.0,90.909091,100.0,95.238095,93.103448,64.516129,50.0,70.0,45.16129
CpG_ptg000012l_11706016,100.0,100.0,72.727273,100.0,84.615385,78.947368,68.965517,72.222222,78.947368,96.153846,86.956522,75.0,78.723404,91.428571,68.965517,85.0,25.0,60.0,70.588235,76.0,90.322581,80.0,77.777778,89.285714,84.0,92.857143,89.473684,76.0,93.75,95.0,84.615385,77.358491,81.818182,89.655172,82.758621,86.842105,83.333333,87.5,54.545455
CpG_ptg000012l_11706047,100.0,88.888889,80.0,94.117647,53.846154,57.142857,46.153846,55.813953,72.222222,100.0,88.0,84.615385,57.777778,80.0,56.521739,45.0,21.73913,42.553191,39.130435,43.137255,93.333333,80.0,70.588235,92.592593,92.857143,86.666667,50.0,90.909091,93.548387,97.5,88.0,50.877193,58.490566,48.387097,70.967742,57.5,68.571429,64.0,45.16129
CpG_ptg000012l_11706152,72.727273,66.666667,50.0,53.333333,23.728814,41.860465,34.375,38.888889,57.692308,53.125,42.105263,44.444444,36.956522,35.714286,38.888889,44.827586,11.538462,4.255319,7.407407,15.151515,66.666667,52.631579,47.619048,20.689655,48.0,42.105263,23.809524,47.058824,62.962963,48.979592,52.173913,36.842105,40.425532,44.444444,49.056604,34.285714,30.30303,28.571429,18.181818
CpG_ptg000012l_11706291,82.352941,82.352941,35.714286,63.157895,37.5,46.153846,60.869565,36.363636,58.064516,66.666667,88.0,60.0,53.333333,60.0,53.333333,33.333333,6.666667,35.294118,7.142857,44.736842,64.0,61.111111,70.833333,70.0,85.714286,89.473684,50.0,60.0,70.967742,57.142857,78.26087,74.468085,65.714286,67.741935,67.44186,40.47619,44.117647,20.689655,29.411765
CpG_ptg000012l_11706431,53.333333,30.769231,30.769231,41.666667,48.484848,77.142857,64.0,73.529412,63.333333,72.727273,66.666667,53.333333,41.666667,75.0,69.565217,85.0,51.612903,63.333333,79.310345,61.764706,55.555556,33.333333,44.0,41.666667,47.826087,46.666667,33.333333,62.5,75.0,71.73913,68.75,58.536585,69.69697,61.538462,46.875,61.290323,83.333333,60.0,45.454545
CpG_ptg000012l_11706445,66.666667,73.333333,80.0,63.636364,54.166667,75.0,77.272727,78.571429,71.428571,94.736842,84.615385,85.185185,63.636364,85.714286,73.913043,84.210526,52.173913,76.666667,75.862069,69.69697,40.0,64.705882,55.555556,61.904762,79.166667,60.0,52.173913,65.217391,68.181818,82.222222,82.352941,75.0,75.0,68.181818,70.967742,72.413793,71.428571,77.272727,44.444444
CpG_ptg000012l_11706576,50.0,54.545455,50.0,41.666667,25.641026,34.375,17.857143,37.837838,20.689655,58.333333,45.833333,19.047619,26.470588,48.0,13.157895,24.242424,3.703704,3.030303,2.272727,2.857143,71.428571,76.190476,66.666667,10.526316,40.0,29.411765,42.307692,40.740741,44.444444,57.575758,40.909091,46.808511,64.864865,61.904762,54.545455,27.5,21.212121,14.814815,25.0
CpG_ptg000012l_11707015,70.0,80.952381,90.909091,100.0,65.217391,70.3125,50.0,71.052632,47.368421,68.421053,61.538462,46.511628,66.666667,75.0,84.0,55.0,19.230769,47.169811,43.478261,40.909091,42.105263,50.0,48.571429,64.583333,84.210526,70.967742,76.0,68.181818,51.06383,69.811321,58.62069,73.333333,82.142857,58.333333,84.210526,57.894737,51.111111,60.526316,64.516129
CpG_ptg000012l_11707086,73.913043,51.612903,36.363636,56.0,29.268293,40.0,28.947368,34.693878,33.333333,50.0,41.538462,39.68254,33.333333,46.938776,32.5,14.285714,6.521739,9.52381,2.564103,3.636364,65.217391,40.0,52.777778,34.177215,37.5,28.26087,15.384615,46.938776,36.842105,31.884058,39.534884,52.380952,60.810811,33.333333,64.473684,56.862745,35.294118,18.181818,31.034483
CpG_ptg000012l_11707171,72.727273,73.529412,43.333333,72.727273,31.428571,42.622951,32.758621,47.368421,41.052632,59.090909,64.615385,44.578313,43.902439,45.454545,36.046512,28.378378,8.510638,16.129032,17.54386,22.222222,65.789474,33.962264,62.5,41.111111,52.702703,46.0,42.105263,66.666667,64.814815,50.0,59.016393,56.521739,66.666667,59.615385,53.846154,45.652174,52.083333,50.0,42.105263
CpG_ptg000012l_11707175,47.826087,41.935484,41.37931,62.5,20.289855,28.813559,30.357143,30.909091,30.769231,44.186047,44.615385,27.848101,32.911392,40.625,28.571429,22.535211,8.888889,8.333333,14.035088,16.129032,63.888889,33.333333,59.375,12.790698,21.917808,29.411765,25.925926,56.0,54.545455,36.585366,31.147541,55.072464,68.131868,54.716981,55.681818,29.787234,38.77551,37.5,38.888889
CpG_ptg000012l_11707207,88.0,82.758621,67.857143,87.096774,63.934426,58.490566,62.5,68.627451,63.218391,75.0,72.463768,55.072464,76.086957,67.924528,60.759494,60.56338,35.064935,50.847458,37.254902,62.903226,74.285714,40.0,58.666667,55.128205,55.844156,62.264151,50.0,74.0,82.142857,55.844156,61.111111,74.285714,72.093023,62.264151,72.727273,61.818182,77.083333,64.516129,76.0
CpG_ptg000012l_11707209,88.461538,68.965517,64.285714,83.333333,60.655738,62.5,60.377358,69.230769,62.5,71.428571,72.058824,54.285714,75.268817,65.384615,60.0,57.971014,34.177215,49.152542,39.215686,62.295082,70.588235,40.350877,55.263158,51.282051,54.545455,61.538462,51.724138,72.0,78.947368,57.142857,62.962963,73.972603,70.930233,58.490566,71.25,66.666667,76.595745,62.903226,75.510204
CpG_ptg000012l_11707263,61.111111,25.0,40.740741,52.941176,58.0,45.0,38.888889,51.282051,50.793651,42.857143,46.296296,38.297872,48.235294,54.761905,48.387097,43.137255,17.333333,25.396825,19.230769,18.965517,66.666667,50.0,50.0,54.385965,50.0,53.658537,23.684211,52.083333,56.666667,40.677966,48.979592,66.666667,71.052632,56.896552,58.108108,45.238095,56.410256,48.648649,41.666667
CpG_ptg000012l_11707297,76.315789,72.413793,84.615385,66.666667,69.84127,54.054054,44.444444,65.116279,58.064516,58.333333,68.181818,52.830189,58.333333,80.0,67.857143,58.333333,24.137931,30.0,20.454545,21.052632,61.363636,55.813953,53.731343,56.060606,60.377358,52.083333,31.914894,61.538462,65.753425,53.571429,66.666667,67.692308,69.411765,61.904762,65.753425,49.090909,73.809524,57.777778,60.0
CpG_ptg000012l_11707302,70.27027,64.516129,66.666667,70.37037,51.5625,47.368421,33.333333,48.888889,58.730159,62.162162,62.5,50.0,56.164384,81.081081,62.068966,52.083333,15.517241,18.571429,13.636364,13.114754,60.465116,45.454545,56.716418,49.295775,54.716981,48.93617,32.608696,50.0,58.333333,42.857143,54.83871,62.686567,62.068966,60.31746,67.567568,41.071429,46.341463,48.888889,50.0
CpG_ptg000012l_11707305,57.894737,38.709677,50.0,62.962963,35.9375,25.641026,21.621622,40.0,50.0,52.631579,38.095238,44.444444,45.833333,69.230769,34.42623,40.816327,8.62069,8.108108,4.545455,11.47541,39.130435,29.545455,31.343284,44.117647,52.941176,33.333333,30.612245,38.461538,55.405405,37.5,42.857143,34.328358,39.772727,37.096774,42.465753,33.898305,39.534884,30.434783,43.589744
CpG_ptg000012l_11707328,3.125,11.111111,3.703704,7.407407,14.0,13.888889,7.142857,6.25,1.851852,9.52381,4.83871,10.416667,3.703704,9.52381,5.454545,4.878049,4.255319,1.408451,2.941176,0.0,17.777778,19.444444,11.538462,11.290323,3.846154,6.976744,5.405405,16.666667,10.126582,5.263158,7.936508,6.25,5.0,11.290323,4.545455,9.836066,11.363636,4.545455,6.451613
CpG_ptg000012l_11707382,25.925926,28.571429,14.814815,50.0,17.021277,14.285714,4.166667,14.0,17.948718,9.756098,18.181818,25.806452,33.333333,23.684211,47.222222,53.125,19.512195,13.114754,13.793103,10.0,46.511628,34.615385,30.434783,22.0,27.45098,37.5,35.135135,19.565217,17.647059,10.0,12.195122,15.517241,28.767123,20.833333,31.428571,17.307692,12.820513,20.0,19.354839
CpG_ptg000012l_11707457,48.148148,56.25,50.0,50.0,45.0,53.333333,45.945946,56.666667,43.478261,55.319149,55.0,48.571429,62.5,68.571429,38.461538,50.0,22.0,23.333333,18.75,18.604651,65.116279,56.521739,53.333333,82.978723,69.230769,64.516129,76.666667,47.826087,43.181818,50.0,65.714286,45.098039,56.896552,58.333333,52.564103,56.410256,62.0,55.932203,39.285714
CpG_ptg000012l_11707514,86.486486,93.103448,75.0,91.304348,80.487805,86.27451,82.857143,81.25,54.716981,77.777778,70.0,71.428571,80.0,92.682927,71.794872,78.125,45.454545,48.4375,48.648649,47.727273,66.666667,75.0,58.333333,55.932203,72.5,59.375,62.5,68.181818,68.627451,55.319149,70.588235,72.222222,81.25,66.037736,70.886076,80.952381,69.230769,74.0,73.333333
CpG_ptg000012l_11707525,90.0,85.714286,75.0,72.727273,67.44186,71.186441,69.230769,56.896552,50.909091,72.131148,67.307692,62.790698,75.0,92.5,71.794872,82.352941,24.074074,15.384615,34.210526,14.583333,64.705882,73.076923,54.901961,55.737705,65.0,60.526316,58.536585,60.97561,63.461538,53.333333,60.0,64.285714,79.310345,65.454545,63.636364,67.5,53.333333,61.818182,71.875
CpG_ptg000012l_11707765,60.869565,85.365854,37.5,68.0,42.857143,62.962963,48.484848,55.319149,57.142857,72.0,67.346939,55.813953,54.166667,76.470588,64.0,50.0,13.043478,12.162162,0.0,34.782609,71.875,47.368421,52.0,52.380952,48.571429,50.0,75.0,60.0,63.461538,60.0,54.054054,58.695652,64.705882,66.666667,65.714286,54.545455,47.222222,36.585366,62.068966
CpG_ptg000012l_11707803,20.0,32.55814,20.0,25.925926,30.0,44.0,25.0,40.740741,39.215686,57.142857,46.808511,36.956522,29.090909,53.571429,48.717949,40.0,0.0,7.462687,2.5,13.333333,58.823529,54.166667,56.756757,21.95122,23.809524,30.769231,36.842105,32.727273,21.73913,40.0,27.906977,55.384615,61.333333,58.333333,51.948052,33.928571,32.352941,28.571429,44.827586
CpG_ptg000012l_11707829,56.0,80.555556,60.0,84.615385,53.191489,56.25,69.767442,50.0,48.0,71.111111,58.695652,57.142857,64.0,83.333333,60.0,57.142857,8.333333,28.125,20.512821,30.952381,61.290323,73.913043,62.162162,63.888889,84.210526,60.526316,67.647059,41.666667,41.666667,52.0,56.818182,52.380952,59.722222,56.521739,46.91358,57.142857,57.894737,65.853659,62.962963
CpG_ptg000012l_11726999,50.0,36.842105,13.636364,46.666667,24.390244,30.0,13.157895,22.222222,34.0,66.666667,36.842105,45.833333,15.384615,7.692308,8.823529,9.090909,16.666667,40.0,26.315789,21.428571,50.0,30.769231,35.294118,14.814815,16.666667,17.391304,10.526316,35.897436,36.842105,30.769231,51.612903,12.0,14.285714,38.461538,16.129032,10.810811,17.647059,3.448276,12.5
CpG_ptg000012l_11727018,41.666667,50.0,10.0,40.0,24.489796,38.888889,20.833333,21.428571,41.37931,82.608696,45.0,51.851852,12.195122,6.25,9.302326,14.814815,20.0,40.0,34.482759,31.428571,47.058824,25.0,54.545455,15.151515,14.285714,19.230769,15.0,46.153846,65.0,50.0,57.894737,17.857143,23.809524,44.444444,16.216216,31.578947,25.714286,20.588235,21.153846
CpG_ptg000012l_11727026,7.692308,22.727273,6.451613,23.809524,27.272727,28.947368,10.204082,16.666667,27.868852,50.0,33.333333,34.482759,10.638298,5.882353,6.0,9.677419,18.75,36.363636,26.666667,25.714286,50.0,23.333333,50.0,12.903226,14.285714,17.857143,13.636364,43.589744,52.380952,35.714286,40.540541,3.448276,0.0,15.789474,0.0,20.0,8.571429,16.216216,14.285714
CpG_ptg000012l_11727071,37.5,46.153846,17.5,28.571429,27.941176,16.981132,12.727273,17.241379,23.943662,60.714286,53.571429,46.666667,14.814815,21.052632,10.9375,8.108108,14.285714,30.434783,17.647059,20.512821,36.842105,18.75,34.482759,18.421053,18.75,9.375,23.076923,44.186047,66.666667,38.235294,43.181818,13.157895,25.0,37.5,12.5,13.333333,20.588235,21.428571,10.606061
CpG_ptg000012l_11727086,46.153846,51.612903,22.222222,34.615385,23.188406,22.641509,15.384615,25.806452,25.352113,46.875,41.37931,37.5,14.035088,20.833333,16.176471,13.636364,10.0,37.5,17.948718,17.5,70.0,31.428571,54.83871,28.571429,21.95122,26.470588,26.666667,33.333333,36.363636,31.428571,41.304348,18.421053,18.181818,43.478261,23.255814,23.404255,21.621622,23.913043,16.129032
CpG_ptg000012l_11727101,30.0,23.529412,21.276596,19.354839,13.333333,19.642857,13.636364,17.567568,18.918919,44.736842,35.135135,31.707317,13.114754,0.0,8.219178,8.510638,8.695652,26.470588,25.531915,17.777778,42.105263,21.621622,23.529412,29.545455,18.181818,24.324324,10.0,30.952381,29.62963,39.02439,41.176471,22.727273,17.857143,36.363636,13.953488,23.636364,18.75,12.5,10.666667
CpG_ptg000012l_11727105,33.333333,23.529412,19.565217,17.857143,14.666667,15.254237,11.940299,16.216216,14.666667,39.473684,40.540541,24.390244,13.114754,0.0,1.351351,8.510638,4.347826,17.142857,23.404255,8.695652,38.095238,13.888889,21.212121,9.090909,13.043478,20.512821,0.0,21.95122,28.571429,25.0,35.294118,20.454545,21.428571,45.454545,15.555556,21.052632,19.230769,10.416667,8.0
CpG_ptg000012l_11727152,42.857143,43.333333,12.5,38.461538,21.568627,12.962963,12.5,23.880597,28.571429,41.860465,48.780488,30.769231,13.207547,4.0,11.627907,11.764706,7.142857,35.294118,16.216216,22.857143,57.142857,17.391304,31.034483,14.285714,6.25,10.344828,10.714286,25.0,45.833333,43.181818,44.680851,13.513514,18.181818,11.764706,29.268293,16.363636,19.642857,21.73913,12.903226
CpG_ptg000012l_11727172,28.571429,21.875,11.111111,19.230769,20.0,18.965517,11.111111,17.142857,22.222222,35.555556,38.888889,30.769231,6.382979,0.0,8.333333,3.448276,0.0,22.857143,16.666667,16.216216,33.333333,11.538462,26.923077,0.0,6.0,6.25,0.0,20.930233,33.333333,37.209302,45.098039,12.820513,23.333333,23.529412,29.268293,15.384615,23.728814,21.428571,7.407407
CpG_ptg000012l_11760898,0.0,6.666667,0.0,5.555556,25.0,19.230769,4.166667,18.518519,11.111111,6.666667,26.315789,17.647059,6.896552,4.347826,22.222222,16.666667,0.0,10.0,0.0,0.0,8.333333,0.0,27.586207,0.0,7.142857,25.0,5.0,33.333333,29.166667,20.833333,30.0,0.0,0.0,0.0,0.0,19.047619,31.818182,26.315789,0.0
CpG_ptg000012l_11798157,0.0,18.181818,0.0,8.333333,4.761905,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.030303,0.0,3.030303,0.0,0.0,7.692308,12.5,0.0,0.0,13.636364,5.263158,0.0,0.0,0.0,0.0,0.0,5.882353,0.0,5.0,3.448276,4.347826,0.0,0.0,0.0
CpG_ptg000012l_11798165,0.0,18.181818,0.0,9.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.451613,0.0,3.030303,0.0,0.0,8.333333,6.666667,0.0,0.0,14.285714,5.882353,0.0,0.0,0.0,0.0,0.0,7.142857,0.0,5.882353,4.166667,0.0,0.0,0.0,0.0
CpG_ptg000012l_11800480,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,16.666667,18.75,16.666667,0.0,7.692308,0.0,0.0,0.0,0.0,3.225806,3.333333,0.0,6.451613,6.25,0.0,0.0,0.0,0.0,14.285714,7.692308,10.0,5.263158,17.142857,17.647059,0.0,4.0,0.0,0.0,0.0,0.0
CpG_ptg000012l_11926605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857143,4.347826,7.142857,5.882353,0.0,5.0,0.0,5.555556,0.0,4.0,6.451613,0.0,0.0,11.111111,3.571429,3.030303,6.25,7.142857,0.0,0.0,7.142857,4.0,10.526316,3.571429,4.0,0.0,3.448276,0.0,0.0,0.0,0.0
CpG_ptg000012l_11926630,0.0,0.0,0.0,4.545455,0.0,0.0,0.0,0.0,2.564103,4.0,5.263158,5.882353,0.0,0.0,0.0,4.761905,0.0,3.225806,3.333333,0.0,0.0,15.0,2.631579,2.222222,4.761905,7.142857,0.0,0.0,5.714286,7.142857,9.52381,0.0,6.25,0.0,5.405405,0.0,0.0,2.857143,0.0
CpG_ptg000012l_11926657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.818182,3.030303,2.5,5.128205,0.0,0.0,0.0,0.0,0.0,3.333333,6.451613,0.0,0.0,10.526316,2.439024,2.083333,4.166667,8.571429,1.960784,0.0,5.405405,3.125,8.333333,0.0,2.702703,0.0,2.702703,0.0,0.0,2.777778,0.0
CpG_ptg000012l_11926663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.976744,3.225806,5.405405,0.0,0.0,0.0,0.0,4.761905,0.0,3.448276,3.225806,0.0,0.0,15.789474,0.0,2.173913,6.818182,8.571429,4.347826,0.0,5.405405,6.451613,8.333333,0.0,2.777778,0.0,5.405405,0.0,3.333333,3.225806,0.0
CpG_ptg000012l_12046944,0.0,0.0,0.0,8.333333,0.0,0.0,0.0,0.0,7.142857,19.354839,22.222222,26.086957,4.545455,23.809524,11.764706,5.0,0.0,6.060606,5.263158,8.695652,5.714286,12.121212,9.677419,0.0,0.0,5.263158,4.166667,7.407407,15.151515,21.212121,21.73913,35.714286,17.857143,21.73913,27.586207,8.333333,0.0,0.0,6.25
CpG_ptg000012l_12046977,0.0,0.0,0.0,14.285714,0.0,0.0,0.0,0.0,9.090909,19.354839,31.25,22.222222,0.0,0.0,5.263158,4.545455,4.761905,6.451613,7.692308,4.545455,8.823529,9.090909,6.25,11.111111,0.0,0.0,8.0,13.793103,21.875,21.052632,15.384615,29.411765,29.62963,32.0,31.25,5.882353,0.0,0.0,5.263158
CpG_ptg000012l_12047001,0.0,0.0,12.5,7.142857,0.0,0.0,0.0,0.0,12.121212,15.384615,29.411765,13.333333,0.0,0.0,2.857143,0.0,0.0,0.0,0.0,0.0,8.108108,9.090909,0.0,0.0,0.0,4.0,7.692308,10.344828,12.121212,19.047619,17.241379,35.0,30.0,33.333333,23.076923,0.0,0.0,0.0,0.0
CpG_ptg000012l_12156591,8.571429,18.367347,8.77193,11.627907,15.0,26.666667,5.769231,4.651163,21.428571,9.090909,17.391304,12.5,0.0,0.0,13.513514,3.030303,0.0,16.666667,0.0,9.090909,6.666667,4.255319,1.818182,11.111111,13.333333,30.769231,10.714286,20.0,5.882353,19.047619,16.666667,5.263158,9.677419,0.0,7.692308,14.634146,11.111111,14.285714,15.789474
CpG_ptg000012l_12156599,9.090909,16.393443,12.698413,11.111111,7.692308,12.5,13.207547,2.083333,12.820513,0.0,12.0,10.714286,8.333333,18.75,22.5,10.810811,0.0,7.142857,0.0,0.0,6.060606,3.921569,1.666667,8.823529,9.375,24.137931,6.451613,17.391304,4.761905,7.407407,12.5,3.076923,8.571429,0.0,4.444444,11.363636,11.111111,13.333333,18.604651
CpG_ptg000012l_12156651,13.043478,19.047619,21.212121,13.333333,11.594203,20.588235,9.836066,14.285714,10.526316,8.333333,14.814815,18.518519,10.638298,22.222222,17.073171,12.195122,0.0,5.882353,0.0,0.0,5.555556,2.040816,0.0,11.111111,6.666667,22.222222,0.0,18.181818,12.5,20.689655,20.588235,18.421053,21.428571,0.0,7.017544,8.695652,5.263158,25.0,12.765957
CpG_ptg000012l_12156668,17.021277,21.052632,19.354839,15.517241,15.384615,36.363636,12.5,20.408163,8.823529,9.090909,14.285714,19.230769,8.888889,25.0,21.052632,15.789474,0.0,6.666667,0.0,0.0,13.888889,18.604651,5.357143,22.857143,13.793103,42.307692,27.586207,26.086957,14.285714,18.75,21.212121,24.324324,21.95122,17.391304,9.433962,26.190476,15.0,32.258065,21.428571
CpG_ptg000012l_12156671,10.638298,16.363636,16.666667,16.071429,11.320755,28.125,6.122449,13.043478,9.090909,9.090909,3.846154,16.666667,10.0,28.571429,23.529412,16.216216,0.0,6.666667,0.0,0.0,6.666667,8.333333,0.0,17.857143,7.142857,36.363636,15.384615,21.73913,9.52381,13.333333,15.625,10.0,17.948718,9.090909,4.0,10.526316,5.405405,23.333333,18.421053
CpG_ptg000012l_12156673,14.893617,21.818182,16.949153,14.545455,14.285714,24.242424,10.416667,14.893617,12.121212,9.090909,15.384615,17.391304,10.0,25.0,23.529412,13.888889,0.0,6.666667,0.0,0.0,9.090909,7.317073,4.347826,12.903226,7.142857,32.0,14.814815,26.086957,14.285714,20.0,19.354839,18.309859,27.777778,18.181818,10.0,14.634146,5.405405,19.354839,21.621622
CpG_ptg000012l_12156676,10.638298,21.818182,15.789474,16.363636,15.686275,15.151515,6.818182,11.111111,12.121212,9.090909,17.391304,17.391304,10.0,23.076923,25.0,11.764706,0.0,7.142857,0.0,0.0,12.5,17.948718,6.382979,18.75,13.333333,34.782609,22.222222,27.272727,14.285714,16.666667,16.129032,11.428571,14.285714,9.090909,8.333333,17.073171,13.888889,25.0,16.666667
